"","logFC","AveExpr","t","P.Value","adj.P.Val","B","GeneSymbol"
"U05237_at",-0.924629128631272,9.06643765415125,-5.25238642729442,1.40902320671747e-06,5.07319517206508e-05,4.98933149964224,"BPTF"
"U94319_at",-1.02215913404958,8.84477817385549,-5.25073125327081,1.41825389655109e-06,5.08076986357423e-05,4.98306794882705,"PSIP1"
"U56833_at",-0.958884051031213,8.33181106681597,-5.24631385803846,1.44318054514974e-06,5.12830649046771e-05,4.96635580691186,"VBP1"
"L13278_at",-0.650669258980651,6.97787613746449,-5.24583461989066,1.44591051281247e-06,5.12830649046771e-05,4.96454310015955,"CRYZ"
"S72008_at",-0.891210907395495,9.8551811390015,-5.24285070359096,1.46302263513062e-06,5.16331107220107e-05,4.95325815921731,"SEPTIN7"
"L20010_at",-0.759824318504254,10.0913498256424,-5.24097554264239,1.47387776269256e-06,5.17599732523906e-05,4.94616790192482,"HCFC1"
"X62535_at",-1.70100290978426,8.86943839650296,-5.23758700752547,1.49369439566082e-06,5.21987615032646e-05,4.93335821083494,"DGKA"
"L42379_at",1.46132828972701,9.45410575918966,5.22438200199203,1.57344329990533e-06,5.4717450170854e-05,4.88347445323468,"QSOX1"
"U09578_at",1.79492386123727,7.21237142801759,5.22226580069831,1.58660605602423e-06,5.47939189975795e-05,4.87548542552005,"MAPKAPK3"
"U51990_at",-0.590396009686871,8.08515912262973,-5.22156091948901,1.59101434037017e-06,5.47939189975795e-05,4.87282469730312,"PRPF18"
"Z35102_at",-0.874122095358173,8.29225178278058,-5.21923958494863,1.60561690641019e-06,5.50309756047992e-05,4.86406344703204,"STK38"
"X62153_s_at",-0.932235217591629,9.38424833601015,-5.21520700001152,1.63129734356366e-06,5.56436304414609e-05,4.84884768644293,"MCM3"
"M29474_at",-1.50447050936936,6.88325911378164,-5.21254718125487,1.64845567822707e-06,5.5961145381337e-05,4.83881453252767,"RAG1"
"D84294_at",-1.04183871858979,9.0820109440072,-5.2085376574787,1.67465583586913e-06,5.65811443313318e-05,4.82369446593586,"TTC3"
"J03798_at",-0.524585077163755,7.6279612460251,-5.20436128011617,1.702380400981e-06,5.72465560311018e-05,4.80795074041108,"SNRPD1"
"U68063_at",-0.817922027121297,9.94397598925254,-5.18728243572852,1.82051563520123e-06,6.09317181377913e-05,4.74362765578068,"TRA2B"
"L28821_at",1.37146107740183,7.11824014171451,5.17752589330739,1.89157056722651e-06,6.26343842755857e-05,4.70692502607108,"MAN2A2"
"M93651_at",-0.707920716301834,10.617305438436,-5.17706977228594,1.89495808957223e-06,6.26343842755857e-05,4.70520993421187,"SET"
"Z32765_at",0.588736458503712,10.6994968307599,5.17669506628531,1.89774540658248e-06,6.26343842755857e-05,4.70380102782352,"CD36"
"U72621_at",0.652212126508571,7.01983885691327,5.17022527014663,1.94651068042318e-06,6.39478094043173e-05,4.67948169247516,"PLAGL1"
"L41870_at",-1.00354268019919,7.72091532208899,-5.16335168436505,1.99966495196112e-06,6.53927130391321e-05,4.65365970652266,"RB1"
"X63753_at",-0.942578096090041,8.60109743075692,-5.15655926668256,2.05358800518606e-06,6.68494469816048e-05,4.62815802936962,"SON"
"J03589_at",-1.19528481601363,7.28210907870487,-5.14966947987675,2.10973909947241e-06,6.83651365460857e-05,4.60230645809523,"UBL4A"
"M13690_s_at",1.00293883315781,8.15619559770082,5.14815311584203,2.12229783427522e-06,6.84609106812128e-05,4.59661894399757,"SERPING1"
"X06614_at",1.80570591734715,7.91095702738172,5.14280655464625,2.16716597927716e-06,6.95933615597607e-05,4.57657141479462,"RARA"
"L08895_at",-1.94477938133488,8.31384350169552,-5.11043807091679,2.45932575326595e-06,7.86212255382644e-05,4.45540718034046,"MEF2C"
"S74221_at",-0.661916917726005,8.67517025448359,-5.07266391191674,2.8492558906824e-06,9.06801126994413e-05,4.31445794765978,"IK"
"L49229_f_at",-0.84462816309864,7.15788741741686,-5.06383261701272,2.94880411585505e-06,9.34312201863585e-05,4.28157585670748,"RB1"
"M54992_at",-1.63383611413689,7.56412239695976,-5.0593288998984,3.00087366883287e-06,9.46603025889803e-05,4.26481729047351,"CD72"
"X16706_at",2.0893617272299,6.89393692693172,5.05784983681261,3.01816928194717e-06,9.47864705330457e-05,4.25931515441144,"FOSL2"
"D86983_at",-1.12323323757612,9.14584614419378,-5.05666532591379,3.0320908289646e-06,9.48060329810906e-05,4.25490930453958,"PXDN"
"L76703_at",-0.602105621346257,8.10154831367387,-5.05349351657775,3.06967926246104e-06,9.55621985243875e-05,4.24311399590306,"PPP2R5E"
"X59711_at",-0.539260349282705,7.03578821087067,-5.05061030982231,3.10424295827309e-06,9.62180349979517e-05,4.23239497798027,"NFYA"
"U30999_at",1.09555774088728,7.32481834104634,5.03828075863071,3.25639510589841e-06,0.000100368114228757,4.18658960664395,"ALCAM"
"D10040_at",1.22970841583178,7.63162607102656,5.037498339929,3.26629295848949e-06,0.000100368114228757,4.18368464558313,"ACSL1"
"X14850_at",-1.24418424697599,9.64442598058306,-5.02889482814942,3.37709038331992e-06,0.000103327370569475,4.15175572248764,"H2AX"
"M68864_at",-1.8144953754428,8.58442908935749,-5.02408556050859,3.44061839637426e-06,0.000104821233110052,4.13391914411471,"UBXN1"
"X99585_at",-0.682889237744979,9.53537354683053,-5.02086572601383,3.48380261971212e-06,0.000105223940414141,4.12198199818511,"SUMO2"
"M13485_at",0.739687555397589,8.28252203483679,5.02046433851964,3.48922303392315e-06,0.000105223940414141,4.12049415906894,"MT1B"
"L08177_at",0.764537907451393,6.2878632536587,5.01980707338216,3.49811668931849e-06,0.000105223940414141,4.11805797082461,"GPR183"
"D80006_at",-1.24769506820087,8.89162231661567,-5.01437938651107,3.57241300513746e-06,0.000106866869857208,4.09794579402529,"MOB1A"
"X53800_s_at",0.838007668281792,7.18377897541749,5.01276786132264,3.59476783480046e-06,0.000106866869857208,4.09197632806834,"CXCL3"
"Y07604_at",1.1345608132324,9.85177150913847,5.0125567556458,3.59770637757468e-06,0.000106866869857208,4.09119441140853,"NME4"
"X16665_at",0.998681431795561,8.0550757402994,5.00268149004235,3.73782492452218e-06,0.000110568273389704,4.05463496645127,"HOXB2"
"X14787_at",0.817856834630187,6.48447808857779,4.99767235029319,3.8109250144329e-06,0.000112264811685505,4.03610376480847,"THBS1"
"D50063_at",-0.477811536940578,9.81158999364767,-4.99256749879031,3.88685979631871e-06,0.000114030549333152,4.01722768012687,"PSMD7"
"U38846_at",-0.842685184931758,10.5937526383478,-4.98672631376807,3.97556347240028e-06,0.000116154885224351,3.99564029253565,"CCT4"
"X74801_at",-1.08524046449262,9.29266338764696,-4.9848205769374,4.00492976824289e-06,0.000116179116995419,3.98859986340682,"CCT3"
"U09087_s_at",-0.57003729687927,7.18846978573305,-4.98455840646234,4.00898622259407e-06,0.000116179116995419,3.98763141981553,"TMPO"
"L21954_at",1.53433941878805,10.021264006568,4.97607641157972,4.14241399789458e-06,0.000119559795105224,3.95631269444999,"TSPO"
"D50912_at",-0.621025040996172,8.29571412169117,-4.9665102056627,4.29810971530217e-06,0.000123553323227376,3.92102170826456,"RBM10"
"M11147_at",0.934112369547053,13.1571985616672,4.96286834166451,4.35887447193059e-06,0.000124796851848969,3.90759507392089,"FTL"
"U10323_at",-0.583541109270421,11.3132822688379,-4.95748328040059,4.45026621669227e-06,0.000126903791435197,3.88775050438372,"ILF2"
"X70394_at",-0.777970099951485,8.41710540341709,-4.95496939951646,4.49356884165346e-06,0.000127628096701783,3.87849016243486,"ZNF146"
"U41813_at",1.4013825760677,7.2743846310726,4.93867198562581,4.78445579987286e-06,0.000135350735703546,3.81851138441756,"HOXA9"
"U25435_at",-0.753748717964342,8.17144807392194,-4.93364760287112,4.87778844540266e-06,0.000137445667301484,3.80003987453856,"CTCF"
"U28488_s_at",0.786079326601588,6.27936915285613,4.93225062854327,4.90405309569906e-06,0.000137641710705664,3.79490571614905,"C3AR1"
"U57094_at",0.680044494438966,8.10990679632943,4.92731664583946,4.99792790887048e-06,0.000139188241546517,3.77677807436807,"RAB27A"
"L20298_at",-0.854597621349996,10.0181986146608,-4.92730231601727,4.99820309102375e-06,0.000139188241546517,3.77672543906028,"CBFB"
"D30655_at",-0.77611663705734,11.7000842072465,-4.91469522555408,5.24612706192769e-06,0.000145523890367636,3.73044721338773,"EIF4A2"
"X52192_at",0.771296225865498,9.71770530742459,4.91210803013984,5.29847115964905e-06,0.000146358491662278,3.72095735720198,"FES"
"U30521_at",-1.15077455964401,10.081434869413,-4.91118473842235,5.31727442004908e-06,0.000146358491662278,3.71757131352748,"NREP"
"U76638_at",-0.746030459807507,7.96220796469936,-4.90613228813473,5.42132986837656e-06,0.00014864869473714,3.69904773995482,"BARD1"
"U46006_s_at",-1.23062250007811,7.15491626792246,-4.90505220012328,5.44383100160993e-06,0.000148693759427116,3.69508908751425,"CSRP2"
"M73720_at",0.942065497418289,8.24346516008453,4.9039813317205,5.46623010619884e-06,0.000148735703920197,3.69116465287155,"CPA3"
"M80254_at",1.08317140347513,7.12265547752191,4.90154911152238,5.51743920914005e-06,0.00014955826662342,3.68225282263529,"PPIF"
"U90552_s_at",-0.848208977007992,9.40390385925375,-4.89878791953634,5.57614262765503e-06,0.000150576972699063,3.67213827728228,"BTN3A1"
"U61836_at",1.79128494088519,6.80434281289505,4.86794256202398,6.27482860597301e-06,0.000168804728799931,3.55934173021674,"SMOX"
"U19713_s_at",1.11815874294891,9.8322128057902,4.86667427905137,6.30531538794102e-06,0.000168987193235457,3.55471145505708,"AIF1"
"U29680_at",1.09415899253401,7.85895568462116,4.86025404132932,6.46187626818555e-06,0.000172344648680701,3.53128161133285,"BCL2A1"
"Z36531_at",0.788907170545982,7.57428049416733,4.85956347694071,6.47894036280375e-06,0.000172344648680701,3.52876241037798,"FGL2"
"U26312_s_at",-0.720937594743633,8.53388258257216,-4.85660467956295,6.55255259610818e-06,0.000173654823262659,3.51797066255778,"CBX3"
"S71043_rna1_s_at",1.8092881665457,10.0827524051801,4.85091766244612,6.69633986157855e-06,0.00017680817360442,3.49723746186431,"IGH"
"X66899_at",-1.20681846673427,9.14508364658977,-4.84679003345144,6.80262437688471e-06,0.000178796365391784,3.4821970093703,"EWSR1"
"M29064_at",-0.772300661314867,10.4295852114897,-4.84605204724329,6.82179988589779e-06,0.000178796365391784,3.47950858112321,"HNRNPA2B1"
"M29551_at",-1.00110086557734,7.09198137854858,-4.83099453657255,7.2247662382986e-06,0.000188664316896816,3.42470045220378,"PPP3CB"
"U67963_at",0.737441142883625,9.28531192276558,4.82943686083616,7.26775458542518e-06,0.000188923426901891,3.41903557331135,"MGLL"
"D87078_at",-1.62049739209243,8.05918521862733,-4.82871755089883,7.28769005442838e-06,0.000188923426901891,3.41641993521598,"PUM2"
"U94855_at",-0.765903500323571,11.4654872598297,-4.81768080733493,7.60034293977798e-06,0.000196314655136512,3.37631169721812,"EIF3F"
"AB000449_at",-0.768700061472944,7.72880238916263,-4.79404383210994,8.31459152144452e-06,0.00021398816951761,3.29057111259087,"VRK1"
"U73960_at",0.939272249085264,7.26988953541048,4.79075395957722,8.41905357252031e-06,0.000215897240714019,3.27865458788556,"ARL4A"
"U90904_at",-0.874460888003044,8.37723230121622,-4.7765309927086,8.88558630285594e-06,0.00022691121620628,3.22718482550292,"NIPA2"
"Z12173_at",0.484364417489187,6.48050068926291,4.77574146569997,8.91220936144739e-06,0.00022691121620628,3.22433001334408,"GNS"
"M92934_at",-1.69611352543133,8.0749650789486,-4.77195012872393,9.04114137661628e-06,0.000229374721971165,3.21062449786799,"CCN2"
"U17280_at",0.875331410750304,5.67212180826057,4.76827876500883,9.16772547016889e-06,0.000231761400272461,3.19735804178095,"STAR"
"M23254_at",0.686727177641153,9.60592912731939,4.75958792246256,9.47429921139994e-06,0.000238665297095654,3.16597479103677,"CAPN2"
"HG4321-HT4591_at",0.917514572794274,6.12319723150986,4.75694384144593,9.56953689076429e-06,0.000240215593289643,3.15643271558564,NA
"L07758_at",-0.674943997904709,8.54678537877813,-4.7532016804374,9.70592294491377e-06,0.000242784297102773,3.14293254644825,"PWP1"
"L09229_s_at",1.08140884333794,9.32520161938224,4.73858123305263,1.02571666252461e-05,0.000255676017032796,3.09024102865838,"ACSL1"
"Z24727_at",0.555752723719185,7.48603899008621,4.73615554556534,1.03515270350283e-05,0.000257129046107027,3.08150713319579,"TPM1"
"HG2846-HT2983_at",-0.72098423447658,8.15795955734103,-4.72873270088047,1.06455633472521e-05,0.000263514656606113,3.0547950670123,NA
"D13627_at",-1.08847102430059,9.50694935590484,-4.7253323246197,1.07829626271256e-05,0.000265384546802521,3.04256569696288,"CCT8"
"Y08614_at",-0.83788244150838,9.49965540166098,-4.72502277721851,1.07955559787812e-05,0.000265384546802521,3.0414526461653,"XPO1"
"X69111_at",-1.24451005274601,9.60623763136657,-4.71178752869797,1.13476169305181e-05,0.000277997117174103,2.99389798986794,"ID3"
"J04027_at",1.08762649706797,7.48748487938292,4.70988638346059,1.14291414572994e-05,0.000279035443318793,2.98707287575214,"ATP2B1"
"M92357_at",1.4028230367799,7.23354457109309,4.70523554170886,1.16309898521085e-05,0.000282994288927241,2.97038246195128,"TNFAIP2"
"M19722_at",0.95298283998236,10.0554591763486,4.70401710912762,1.16844415847597e-05,0.000283327836931129,2.96601132568044,"FGR"
"HG4582-HT4987_at",-1.07620803893747,7.72616821926595,-4.69724603519358,1.198587023106e-05,0.000289511573313798,2.94173093052507,NA
"HG2274-HT2370_at",-1.26839956247143,8.30454186256499,-4.69647480596248,1.20206797167743e-05,0.000289511573313798,2.93896655122935,NA
"U38545_at",0.559774552994999,7.51179521054022,4.68600660980805,1.25030100512872e-05,0.000300114338907832,2.90146830595025,"PLD1"
"D21262_at",-0.95499982957432,7.35197634491088,-4.68437608315455,1.2579814270778e-05,0.000300944617236163,2.89563156774018,"NOLC1"
"D87433_at",2.47245547875266,6.87426859007224,4.68324600824883,1.26333145176053e-05,0.000301213709685646,2.89158691090761,"STAB1"
"M98539_at",0.564123646391621,9.03827739208692,4.68162964344132,1.27102219592157e-05,0.000302037241157496,2.885802671362,"PTGDS"
"U20998_at",-0.951719734860127,9.93104565101904,-4.67546942570482,1.30075284884413e-05,0.000308075317588366,2.86376775753849,"SRP9"
"X79067_at",-1.81142590690809,8.0324459041493,-4.67076349526753,1.3239197751382e-05,0.000312523976058285,2.84694518113928,"ZFP36L1"
"L14848_s_at",-1.14241213952556,6.12802870097559,-4.66172685901515,1.36953768783046e-05,0.00032181242287612,2.81466667860797,"MICA"
"M21121_at",1.07189456963921,7.84144529234443,4.6611899019137,1.37229592585693e-05,0.00032181242287612,2.81274973908301,"CCL5"
"X17025_at",-1.7359525391055,7.12642500776986,-4.65867242918161,1.38529991587026e-05,0.000323796822958658,2.80376392157229,"IDI1"
"J02783_at",1.72552470867294,9.0614866645209,4.65457792292304,1.40670659310136e-05,0.000327725859549661,2.7891546138844,"P4HB"
"M33493_s_at",1.40770539146002,7.8609159984973,4.65296237498142,1.41524117430407e-05,0.000328640206241489,2.78339218616349,"TPSB2"
"U97502_rna1_at",-0.921300769172118,6.62616732267925,-4.65043759459876,1.42868001582084e-05,0.000330683760804766,2.77438880132476,"BTN3A2"
"X59892_at",0.420692626575594,10.8872219588858,4.64744010059326,1.4447962666756e-05,0.000333331798871533,2.76370311538119,"WARS1"
"M38690_at",-2.26933442117303,8.64014954672849,-4.64332971171314,1.46718394612964e-05,0.000337317461929589,2.74905610721118,"CD9"
"U26266_s_at",-1.29448232611484,7.9113600217267,-4.64253794162982,1.47153500715531e-05,0.000337317461929589,2.74623550319758,"DHPS"
"X62078_at",1.02990380075129,6.95963663866353,4.64038815842894,1.48341224790862e-05,0.000338950189594249,2.73857841203988,"GM2A"
"X94232_at",-0.772229893727738,9.1790698171159,-4.63882363918707,1.49211456881533e-05,0.000339359547657456,2.73300711002206,"MAPRE2"
"U50928_at",-0.89715079847798,7.71792444254485,-4.63835618021388,1.49472433671541e-05,0.000339359547657456,2.73134266987071,"PKD2"
"X06182_s_at",0.905616005052449,6.99953324011742,4.63648600326031,1.50520980204898e-05,0.000340655259644672,2.7246845969354,"KIT"
"L19872_at",0.963925282703709,7.18598507679527,4.63510474164687,1.51299998376975e-05,0.000341334711528307,2.71976805324885,"AHR"
"U72342_at",-1.21025776566692,8.19656474408011,-4.6329336398338,1.52532412048909e-05,0.000343029515929549,2.71204169923448,"PAFAH1B1"
"X05323_at",-0.724226306204256,7.85800996660214,-4.62587551967421,1.56606759166414e-05,0.000351084775502317,2.68693726675938,"CD200"
"U40572_at",-0.737396841101906,6.42939655488491,-4.61482399713921,1.63199794895914e-05,0.000364718287715665,2.64767054804651,"SNTB2"
"U37055_rna1_s_at",-1.3198313087408,5.91054171546715,-4.6117664964806,1.65070980305641e-05,0.000367726943111493,2.63681603741749,"MST1"
"U60319_at",0.446957666117942,6.25698615577415,4.61094430489573,1.65577708989745e-05,0.000367726943111493,2.6338978188957,"HFE"
"M94633_at",-1.03661776354387,7.32720366363685,-4.60360546552184,1.70168254747597e-05,0.000376748288228453,2.60786244989148,"RAG2"
"J03925_at",1.19961995183224,7.37549673481684,4.59941190613246,1.72846691423685e-05,0.000380010384962754,2.59299542786503,"ITGAM"
"X80907_at",0.515957148288386,9.46428589801814,4.59920648659798,1.72978941018997e-05,0.000380010384962754,2.59226736293082,"PIK3R2"
"U25128_at",0.65125229722706,7.21336214963502,4.59880017943183,1.73240812333981e-05,0.000380010384962754,2.59082734746587,"PTH2R"
"X92814_at",0.661584129990334,7.18011811172016,4.59591797309693,1.75109534761488e-05,0.00038293124948302,2.5806143483193,"PLAAT3"
"S54005_s_at",-0.758739526769304,12.500057902195,-4.58943896874285,1.7938211085348e-05,0.00039107494442644,2.55766894380357,"TMSB10"
"D32050_at",-0.766501763487668,9.58349025626964,-4.5864752986199,1.8137011686923e-05,0.000394203525353885,2.54717898182697,"AARS1"
"M80563_at",1.72701196508795,10.3464282613775,4.58334387523617,1.83493914628667e-05,0.000397607330512998,2.53609927140849,"S100A4"
"M62982_at",0.479742758754959,5.68867981601929,4.5777819459346,1.87325874563878e-05,0.000404680654474512,2.51643005284557,"ALOX12"
"U83843_at",-0.782071283268854,9.09912657485665,-4.57623063412708,1.88408467624216e-05,0.000405789717732035,2.51094631951496,"CCT7"
"L08246_at",1.25624753054509,10.4187842362516,4.56403857636823,1.97131050507258e-05,0.000423297367188628,2.46788405742413,"MCL1"
"M29971_at",-1.02600147984661,7.44531014379144,-4.55777586268085,2.01762872743087e-05,0.000431942198133773,2.44578871296118,"MGMT"
"U44772_at",0.655543973178133,8.51521797700914,4.55150997994712,2.06502776252945e-05,0.000440765955660853,2.42369889213482,"PPT1"
"U15555_at",1.24015588097877,6.64665514847845,4.54890061875035,2.0850840413646e-05,0.000443665104092655,2.41450475506534,"SPTLC2"
"U30255_at",1.19075082036627,8.98331898521105,4.54812819671398,2.09105730081543e-05,0.000443665104092655,2.41178366794161,"PGD"
"L23852_at",0.562029484387876,7.17160264230097,4.53504993139011,2.19475288113294e-05,0.000464284667347083,2.36575032195805,NA
"AF009426_at",-0.577189204025893,6.61270998754709,-4.53305761181821,2.21098175181642e-05,0.000466333991381636,2.35874411954826,"LDLRAD4"
"X16667_at",0.904449069653224,7.75286189522666,4.5289114467484,2.24512969004116e-05,0.000472139515053198,2.34416915983593,"HOXB3"
"M22898_at",-0.970109203898076,8.67114436848824,-4.5273092033131,2.25846253933727e-05,0.000473546454203983,2.33853879523677,"TP53"
"Y00451_s_at",0.71052577362742,7.93057907495324,4.52073618840599,2.31396811563476e-05,0.000483761838602938,2.31545246207223,"ALAS1"
"U06681_at",0.590593011715299,8.10507435334795,4.50739442955838,2.43073373033826e-05,0.000506687156829867,2.26864972210995,"SIRPA"
"U03911_at",-0.798941536157875,6.36924199073058,-4.50426878815052,2.45890493068637e-05,0.000511065109354611,2.25769615570404,"MSH2"
